Address,Tickets
0x00a492097cb480bc3a4516489eabdb760207b49c,1.0
0x00a571fbeb12fe2a72c45dc694f4bd985f554cd2,1.0
0x00a5d7fe836bb03313aa12c57ddb4c49cc7633d9,1.0
0x00a6038f7645862e84224a9265f2180d8825f127,1.0
0x00a8da3c2b97005f0c51da530e089ee466150204,1.0
0x00b187465c1c407df081d03a179befb561eeb0fc,2.0
0x00b2190da22e253e346450a10a2de7a749bba9a5,1.0
0x00b2648a1168710217a7dc6540c57975741f79ac,1.0
0x00b381c26af87487646b1502f1b4c737cc699743,1.0
0x00b62c91c856e67f4490408c16968d4b84b482be,1.0
0x00b6823268df4f275519f9a29a2046590f438b40,5.0
0x00b752318c350b30b70a1c1122fbe39c7f7f4f1f,2.0
0x00b7ce1c7af95b95e1eaab87be041f58531b1ddd,1.0
0x00b88716b6bd75f01bd437e38ccdbdf3f4ca6b58,1.0
0x00ba2b48d35573cd15a89057fc6aa79f58945c36,1.0
0x00bd53bb6ac26abac799a5e1a7ce7e007e875bda,1.0
0x00be7a6b9812532029eb4b029343df709c04523f,1.0
0x00bf6d4879d113800140ae838fb40e832da23111,1.0
0x00bfa48481da674aa78c022d33e624093b8c3cae,1.0
0x00c0e963b4b320e464823531be1b9991fce227cc,1.0
0x00c2e3a2ec77a01e9e25b998ca85099bb238c11e,1.0
0x00c37127bb30f07ffbf9eb870b48ab7e58d176c8,1.0
0x00c37502be36f1f2e8a87f3024b71d7388f0b0e1,1.0
0x00c648cec3a9bd28e7d10a5d21ccb9339d6f8179,1.0
0x00c69559e768011d1a79abecfc33482e74aed342,2.0
0x00c850633ca5c843b8f8fceae73f5ea4d6adb3b1,1.0
0x00c8bd432a9f8d43db3047efe178ca2d84c077a4,1.0
0x00cacb711ae57c4ad16fd588ad3d2a502136b5db,1.0
0x00cb39683f053f43689ac0d7f150570cb2e2bbf4,1.0
0x00d03868f33e7612a2295b0b3aff4dd8cec3e140,3.0
0x00d0c65e7a92172f747dd81ea17cc2fe0db7617f,1.0
0x00d2290033690f8c696ffb2c8559188409c5def6,1.0
0x00d3960907c29e36379e42e31928a858f001bf51,1.0
0x00d448f867de8af6e9bdb5c8c63c6c2ca2ed8acd,1.0
0x00d49923d6008456b9f19154cb24ce44ee3bae28,1.0
0x00d5cfe301b694f0741f643d641c68c1b3a1c3da,1.0
0x00d6696be412e24c5bd9970246388c4ab153466d,1.0
0x00d70b90c1bbc1abf53bdd59657937c5e8049b13,1.0
0x00d78045a9b108d3635c89d3d289e52673490552,1.0
0x00d9711e2defb1b94dcffe6e962d5188f3ae9e52,8.0
0x00da89da25428440ea2b2cbff2c954cfe8aa5419,1.0
0x00dd584f690652528fcc41e3566bc4c4132d343f,1.0
0x00de3a8bdee6e682c3509d66a947d05a8ca797af,1.0
0x00e03a351dfc4fceea64beb8cbefffbc1d5365bf,1.0
0x00e093d5f28162e97de32f24056891f6008dbf4d,1.0
0x00e16753b31dc9a07dea7d34331932769cab3ea5,1.0
0x00e270519cc064d51c78689bd5082ad82e021c69,1.0
0x00e3d7b2856e7b64bf29fc684b06d6406679ad80,1.0
0x00e582e485b303b4936df492f7f82dd2062fcb72,1.0
0x00e5fc0d4085cb916294cb99d3666ad63a9d48dd,1.0
0x00e855e13ccde7f02ccbbeaea75550b7156b505c,1.0
0x00eabc94e785108753bee766a9994d44a3e1ff77,1.0
0x00eb68e35edff03bdec79cef3a2ccac5794ece94,1.0
0x00eba2077a63f51522269eb93b59ba8702e3d9b8,1.0
0x00ecde0147efdc498977a3b4a7633726a3295afc,1.0
0x00eee98bbde83b4353bc4db68adbb932cab5f8ff,1.0
0x00ef595160da98190b60932f8e4d27265392eadb,1.0
0x00f05991d4bd8216b0948aa243d5060c835b9857,1.0
0x00f37969d3be1623047b41dba2d3ce7362064374,1.0
0x00f56b810e9690ef3ab7927279c49de674bee8c5,2.0
0x00f674c9ded2768c3f668cca87455da6d33de73e,1.0
0x00f6e9b7f89748cad09068b283a034b9b86249f8,1.0
0x00f774e123cd162db44b39b5cb957bd2af972387,1.0
0x00f7bbea5b1b5be2f7510413d8b000a0aeb8b396,1.0
0x00fc87d03578c516cf052d71590b68a7ea66ba44,1.0
0x00fe24da46134d0751fd1dd8d569036a882b3ac8,1.0
0x00fea8628b8b9403ca088c0231b1805a24303a6f,1.0
0x00ff64d545ed6a510e92ee9fd62a3a532aa52d81,1.0
0x00ffc7350e65c80df47bea47b123f7c4de34e0e5,1.0
0x0100a28ebae42cd24a3893b0c3c7737c101cc1ad,2.0
0x01016b2eb36559fcb7b682687dfe2581953205b2,1.0
0x01017b2d24a37f5c74bc2291eb8743937aad1ff6,1.0
0x010231b451ba1a2797d5286f695514efd630bd1c,1.0
0x010244f52abc529d621172c734ea729bb9d07c3d,1.0
0x0104a1eeebd0690d51a97a9eef6cd71579451114,1.0
0x0105eaedd3929e6476f2730e7945a75cdb366388,1.0
0x0106d4cdc21084cd5f7d66f385404164f619373a,1.0
0x01086a78e6ece467ad4e27d14e13f72ca1adf74d,1.0
0x010a2707071f4bfa3ab87e401244bd6ed764ca16,1.0
0x010a8c1032836c8eee3b9eb1a9ec2e1751dd4f48,1.0
0x010a92e28d61d780e77f2796cc2920a886cf9f34,5.0
0x010b75875e01a628f22b4580382caa35feba9612,1.0
0x010ec8fdccfa08408c45bae507eee0b8ce52306c,1.0
0x010fd1b653a3e15c1b3a79dd21c30732861f7cf1,1.0
0x011093322a9cbdc707b371996f8b4100bfa8793c,19.0
0x01117e94f863acafb8f0db5c05f5cb58a20e16a8,2.0
0x01119463991be1134c77a333186ed2f3a0b0e8dd,1.0
0x0113df0486d293598837a778364c79bede118f3f,5.0
0x0117d3ebc80be7b938ba79ff99f4543f49c06439,1.0
0x011aaf6b967623cfc55b8ff7fa178faa0b9c0703,2.0
0x011d1afdbd8b9fdb3bbde14f34c324fcea07fc83,1.0
0x01209238b03821f9e94b65ff98f96861fc0503b2,1.0
0x0122394c6a6d63bffd4d8aadff546e0632dc5191,1.0
0x0122506166d4eecd2ecac691192f2deb4ef0d16a,1.0
0x012345e6fa44eed2df2443c739e65165861e0842,5.0
0x01239f2f0f32d06127723ef8260cbaa2db61e37e,1.0
0x0127e119f1ce53a1f07cbd20aa8ccdcf6efffb04,1.0
0x01291afb1415dc800245b7968b94aca3efd5000e,1.0
0x012a955d559637fb398e33248f9a1dc83f4e7c0d,2.0
0x012fd0f6befe56b9233dc12119e2891df31d5513,1.0
0x012fe7d12cc9dcb2c8f0f8665012f1f183787796,1.0
0x01308b9a9c5d91c5785c68b0bd0c77492adea9ef,3.0
0x0131337c0f29d6a5df5fa80bff9a6f40df201cb1,7.0
0x013140f3c6d14895959b9f7f398a4346bd9c69c6,10.0
0x01317b8da211193ce4282e645b9545987965c37e,1.0
0x0133422a798fb4a0a3e439dee3f3e9cdb6bd3ed7,1.0
0x01344db3d60d442544967c7178f2d71c4246d528,1.0
0x01348f50406198ed37447a9cf2f0c28a6df6cce2,1.0
0x01353ddd516128806c6dc6fcb0ae46a6160bc2bf,2.0
0x01362191bb4dbb4cd7b5416ce9a62503cd5edd4b,1.0
0x0137e33caf2a78a4b7cd20b26b9addea0188e094,1.0
0x013918fc30619a0e327923be778085a42f11301f,2.0
0x013bb7cd6a157c2bdf458292e53e7b377e515c59,1.0
0x013cf978407e3c18198e812f6cff484983a64003,1.0
0x0140140c5fe2db43065ca7210398df72390266da,1.0
0x01401fec5f5f4f620f0f2ccf0d271474c9af6be2,1.0
0x01408b9a0ca2fae0cb63a8253b348ad33b387e5c,5.0
0x01449b60e695bd346a02b24f4e4bb60d1895df79,1.0
0x0144fa643ae36d2a7b8bbdba0b4c364701502592,1.0
0x0145fe5158a0dcfb534f20daee44b82a10242269,1.0
0x014607f2d6477badd9d74bf2c5d6356e29a9b957,1.0
0x014698bbb5d19ac21769090665fbb61d2052a513,1.0
0x0147b104fb4a5e017f9f0841dcd9ddcc3a5b4a89,1.0
0x014b39ef482ae6d1b6afcafbdc6a665bcd6d9ebc,2.0
0x014c13c795a24f9661e1720855f378fa5605f056,1.0
0x014f091d22ef04e08b219187d1f6ae3640ae1a18,1.0
0x01505c36db51c392ba21ec11bc724736029cf647,1.0
0x015080af3b4d50aeae69536ecd92b7873def7f71,1.0
0x0151a52e5fbbe26b7d2523738cb9062adbe2d58d,3.0
0x0153186f3e40da59021dd51ee04a077bd47295c7,2.0
0x01532ef8c65f3be0f94fac9f108360719146885b,1.0
0x0153f3731974fdca943a8feeced3d61a90bb114c,11.0
0x01544bd996f3b04c7c2d7434c472470c74ec8dc6,1.0
0x0154820bb9aa4b79256c672d0d5714aaf63ba96c,1.0
0x015533c49144c1b0d004263f81abee9528c9fb9b,1.0
0x0158abc745e7b10f5942c46659eba17becbddd0a,1.0
0x0158e4bcd139726fab36c7677786218a6cf43afd,1.0
0x015aa57fab8374d915cb60b56d7aeeabfe9ed60d,1.0
0x015afc4e13019d79e6b19dbe5fec5591224c076e,1.0
0x015bf0a1817a9043366026b24a5e6b5f39ba52af,10.0
0x015dcbe71b2698cd28e54a35aca29fda449f64a6,26.0
0x01627cc8cc88e60eb208b403e79612268d0ac6e6,5.0
0x01629ca9d6f2feef519b2dd3a28df274cd9d773c,2.0
0x0162d2ef75d37cffe890f260486c8be0a7d9aca3,1.0
0x0163a6a357933eb6838023fcb06f0ab60bc97934,1.0
0x01645e239dce12fe1dea8387ac77225dfd188c87,1.0
0x0165a19362824962762fd4c40c5548822625d036,1.0
0x016835e701e8964085992df641763ec1d72eba34,1.0
0x016859e5c7ac58fa45ecc526a1e96f7f25d03ae8,1.0
0x016ab73ac76fe191768db2ded808a4ae00207226,1.0
0x016db20cb1fda56cceae985a2f75527351c2b87c,2.0
0x016e241180077c4b4e33d3463c78c0854890fcbc,1.0
0x016e7ebcfba2daaa34b6fd3e8d8eb384b5b52aa7,2.0
0x016f2c544b8a79b5b18180a3bb5ad08e04e94fc5,1.0
0x016f60fe3d6c528864790b941171a6c6dd36499f,5.0
0x01701fa1de682db3fd0779a751dbb0c29f1ae522,1.0
0x0172cdcf86dbd35d8be406369ca23a7201c4f8f3,1.0
0x01735b4cf3656613b3be094a62bcfa43e66fef5d,1.0
0x0173706dfa5bfd1aa2e79569f5d4d3165653e836,1.0
0x017412b0b3471165db8d708fbfcb303aec67da0d,1.0
0x01755356c9f7d5b487a3a97fd39191ed1d33bca0,1.0
0x01777c0ae8fb84fd5f7bf071ba0d01868237373c,1.0
0x01795fbebd90a9b1083c051be19cfeb90d4f2a39,1.0
0x017c4dc18a2d67e82a49c4359016e50fd8e63233,19.0
0x017d0245f891cc370b4bffbc67a2800472420683,1.0
0x017e259dca8035efe4e2219e9a78ae3a462b9c17,1.0
0x01806597d43104e36c9572afc00625270bdaf1ac,1.0
0x0182690c80f357aaea99ecca8b23e53b0725ccb9,1.0
0x0187a11d91854f60124507c0bd8a4251243c0b60,6.0
0x018cff34840fed037657f4683c5e50614419b6fe,102.0
0x018d3796885926c8987aacd08d96f270db2a2892,6.0
0x018f680ff270c8338e16581da828f7c3f0870bc0,1.0
0x0191abf73bb3ea7b22d3c7bc5aec6a683b7842e2,10.0
0x0191b08d1decba9a79c96fbd0d2853e91155d916,5.0
0x0192ef1d04285377c829bb4498b621b8c667b00a,1.0
0x0193f577314de842bdbef279347186a925d41a76,1.0
0x01942e12be51faafea845494d1bed3e5bdfd5b4f,1.0
0x01961bf201182ef91e981dd3d6e043792ee7f9af,1.0
0x019beb061d87c4c3b8d40d8c1e8abe71cbfbcdf5,1.0
0x019c2ff4fffca234ebb9125c93e7c2c8cc566e6e,1.0
0x019ce4cc04115ce16af4ba8f0378a880c07f284d,2.0
0x019e7f1d0287ab5ba24da27e31da648591bdac99,1.0
0x019ec00251b183250bd75f628b1405f81dc38b49,1.0
0x01a2b6c749b778053bc81551e23675f0aee641dc,1.0
0x01a37076c65077a862f4c33be617c31804c64644,1.0
0x01a3838cce9705f666129ac07fd442f0782a06e0,1.0
0x01a4582fe0a70e0b7edcef5f6096ae87499fc1ae,1.0
0x01a49cb0eeeee3ce15db7c9c45bbea626828b011,1.0
0x01a4bdb901152a7ee30bd396b47084cf34fa5ef1,1.0
0x01a4e1f15b0a369ce66bdeae698ac56769718ad1,1.0
0x01a4e254d7bf4f28f6522b17d315374ff278dc08,1.0
0x01a58794b6ab2b729b2a0e4ec6b6dc090df9b2ae,1.0
0x01a73cf91e9be952f683747a5a5560ef8d7a1d0c,1.0
0x01a85b917121e30f772ef6eabe9ab9f1c126a563,3.0
0x01a9bec9bd18b48bc3bc3548438460dc1671bcef,1.0
0x01ac7ac1a5262eb495aeaecef4bba95cc2d93f32,1.0
0x01ae8ca3a950bd090a70d0e0808d6f903ccf7cea,1.0
0x01b0236e1780dc4507f554c8af43d654f5f5bba6,4.0
0x01b1ea37d19a5109d0c301b091030dcbb8d22774,1.0
0x01b200d4717df1d02c9764bdaebe1eb82f7521dd,1.0
0x01b289e1031bc4d97f7b87f5e224ed4789e34b4b,1.0
0x01b34540b6ef7b028399af3bebd5308c75bca652,1.0
0x01b7b4398a4a663430af10d9cb962e92537b9921,1.0
0x01b86aeebcd1ff94ac1195cfc8fd9e39db24db45,1.0
0x01babcca0e930490e1bb6e5118e0fd7f13868b7e,27.0
0x01bb40802b1fae00f09b4f8ab0b9705650827d3b,1.0
0x01bd70ea91fdf52e8743e13e1c97e23f0af16614,5.0
0x01bf378b108ba169c2b5cae9678f99f32a133267,1.0
0x01bf3b402e7e8c91636a2325fb047ab6a9a50cb6,1.0
0x01c1e8a6a1dd71a4cab9aa6d7423333002fabde5,3.0
0x01c20350ad8f434bedf6ea901203ac4cf7bca295,32.0
0x01c20eb7eb8bb89c9dd8d83bb02e197a23d8db99,1.0
0x01c28a630fee4ea99217a9009b0447f5a796aeb4,3.0
0x01c2b8b72578d54c341068797b9f948d295b8d84,1.0
0x01c43b2160671932045625ec635f526da2622316,1.0
0x01c4a28501f459dfa5527f70ff2ba31814f5a076,1.0
0x01c4e42f9720e30f4ee70e605941b452a2404e3b,10.0
0x01c7145c01d06a026d3dda4700b727fe62677628,3.0
0x01c88eaee7957baf9e490f4cf9badb61067f4dd4,1.0
0x01c8b3eb6296c6588ae16578b1529e85731e52d8,1.0
0x01cc94216f8803d58c1b727a0c83b388140d8ad5,5.0
0x01cefd4b18f868141ee2956d64db187bbb9fd205,1.0
0x01cfcd84450a6394b2b53b6a39c5086ccdc5c42e,5.0
0x01d04f947cf6e5e4ffb9d76b40ed83daafa76e5a,5.0
0x01d50b40877dac1f15058fc061043e13ea724bb5,1.0
0x01d6481a0683e458ba8a764cb97cf1a1819908b1,10.0
0x01d867cd1b19cfa7d0c787301edbfdbd02e466cf,1.0
0x01da6bcd92e351114488838e9738e31aab664e54,1.0
0x01df0c5670e2a16899a9355bcf1ef0f06184d20d,1.0
0x01e0fd729769b1a374578d3fd6e8e7884460c838,1.0
0x01e315b9f181b91dad1b137b16bfa00a31cadca3,1.0
0x01e4b5ae3aade5d5560aa5ac8a60b7763334027a,1.0
0x01e6596ad76003ef1d29ac11ae201a5054e98d60,1.0
0x01e7fe2f233580c5d19bc6120051e9350561d28a,1.0
0x01e9fe2cc22622923293c4c816776625f92cc195,1.0
0x01ebbcf61231e9a194c62d1dc6e5dc5aad6a67bb,1.0
0x01ec00d845dd50b8597d0db20e66ad5a545b4c74,1.0
0x01ec104757e899ea43629e0bc2710b5d4d4ec803,1.0
0x01ec8bc2ab00d746c70825d671ed922b9746b70f,1.0
0x01edc13f59605a5bc7f0e46c6b9c5c40f225d679,1.0
0x01ee22fbff558bbfe4c716c321ea3ac4c2a9f20e,1.0
0x01f0b5c52b995f8de68597228e6eeb75223c6a72,1.0
0x01f1fb484769e1e33e54c29ea7115b129fc3be70,1.0
0x01f273bb59401151dd9d527db51f73671cfd7b44,1.0
0x01f32ad4d07dbe3cca1a7539555b199d63cc1270,1.0
0x01f419ca263ce8fa64f43608acf9aa8bf44c658a,1.0
0x01f927ead597416be50c8167a3e22d6eecf7fc4d,1.0
0x01f9adb4a1e8244047795b5a0d55697546afb6da,113.0
0x01fa18b7ac679d1020b8cf57b4ca3abc6ac2402e,6.0
0x01fa20456b2cf39a34e873da64c7f21a6c5076ec,1.0
0x01fa9158755761151f7952f7bb9c0ba998383c8a,1.0
0x01fb35025a8c17eb6c72e6d00d93d022aeb51b33,1.0
0x01fc45dd547ad936e9001d78f37ec746e66ae7dd,1.0
0x01fe28386571e5f059ed2e30e19bfdbd174ee754,1.0
0x01ff705b905cc9df2d1021b468bcd58fea474220,1.0
0x020014f870548dc7c7ae14633350ee98719a64da,2.0
0x0203cf0f704253183d20b4d0347d696ad470b0d9,1.0
0x02043a69becce48e3cd7e34411fb1b862c8e2994,1.0
0x0206d962e1e56cad9c35fdcb78dd3b5c4b743675,1.0
0x0206ee08707f0e62a77335337714c6c3e58e6248,1.0
0x020807e7e5acb09e700a817de4b77fc551e638e8,1.0
0x0209ba88a19772c3d31503a8324512caaf8e669b,1.0
0x020a5e815ec1d602bd7ec74878539054437f5238,1.0
0x020b9411712e4fd2292ca88b26e139bc5033a172,1.0
0x020c593c8a2c553abb685c5aacae47a8882f0382,1.0
0x020d400c29f802fd8355a68aa93bbd0b71635d77,1.0
0x021105adcc1f9e33074f14db35405a0abf0cb996,1.0
0x02113e8d06a7ab70bed0ca583ec441fcf4cd37f1,21.0
0x0213a4dd7af6405a404387f6366c6ba8d3807f4b,1.0
0x0216a845ef1a7db8767989cbf51f54fddddb7a1d,1.0
0x0219ad88d495679a84f74ba11ab77ff6d3d1939d,2.0
0x021af6b2109805a0b32b394cde91d1c6949c9601,1.0
0x021c2cfcd9f9ffe35508b13eadea9c5ec6dd967e,1.0
0x021d0ee85de276a45fb9616e229a48e2e38b896c,1.0
0x021d5abea6efbcd5dba2c8ae9237471448ea0856,3.0
0x021dc9d920c2ecc45927aeb887713c9b233915c6,1.0
0x02209edc5d91c84698e287851a1aca77c11a74a2,1.0
0x02218d7baba70d55f26e0299413022fb1a8336f5,1.0
0x0221e7f04dff31b5fdc2fdcefa7d0cbdf40a686b,1.0
0x02222b13366dbff2cde6fd96afe83a6cd4a1d7d9,2.0
0x022460d1a41aad2a7bbb2ae982fcb1d0ace9120e,1.0
0x02277ac8a4481181049306d1048a9bbd1ba802e8,1.0
0x0229931731507118e953c2467b04809ea57e4e5c,1.0
0x022a625e05621b3acf63f298681cce74e6ee3243,1.0
0x022a9005ee2afd02f212e4ff4672b8e7ac815e66,1.0
0x022ba2a9f380735e598d8df603c77d8249e6d1d7,1.0
0x022cdf206e139b1c48d5fc3837de7c89c7e92b16,1.0
0x022e40fdef97dc95b4e18bf3acd6942267a5c087,10.0
0x022fcbe7301f44586e83461a856660d3517b6875,1.0
0x02309e7547259f634294da440ef0e6632de10285,1.0
0x023365f8adc308fd9703b79fde379c3127902128,1.0
0x0234ea6774d6a3a3cae7a81f5f2834071ecc0b29,1.0
0x0235b95060885ae3f76c41992c24dcc3554a545c,1.0
0x02361d18d3c135920659d321563339215a14bdfe,1.0
0x02367f5b4db5304f36d2bbef9c054106c0a155d0,1.0
0x0239695136ccfe5836f3f2611aeb96e02ed63720,1.0
0x023b9b991eb19f78fe8507127973b38273245830,1.0
0x023bec5e1ec1d47f9120a20023bf1200f78ad650,12.0
0x023bed955a4212913c7cf4abaf973b2ee1ab8aec,1.0
